name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,car_age,selling_price
Renault Duster 85PS Diesel RxL Optional,2012,100000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5,Renault,14,400000
Maruti Swift Dzire LXi,2009,90000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5,Maruti,17,190000
Honda Amaze VX i-DTEC,2013,140000,Diesel,Individual,Manual,Third Owner,25.8,1498.0,98.6,5,Honda,13,350000
Chevrolet Spark 1.0 LS,2010,120000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5,Chevrolet,16,75000
Maruti Vitara Brezza VDi AMT,2019,35000,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,5,Maruti,7,860000
Maruti Alto K10 VXI,2014,50000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5,Maruti,12,250000
Hyundai Verna 1.4 CRDi,2017,82000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5,Hyundai,9,700000
Maruti Swift VDI BSIV,2014,70000,Diesel,Individual,Manual,Third Owner,25.2,1248.0,74.0,5,Maruti,12,399000
Maruti Ritz LXi,2016,90000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5,Maruti,10,320000
Skoda Octavia Ambition 2.0 TDI MT,2014,79000,Diesel,Individual,Manual,Second Owner,20.6,1968.0,141.0,5,Skoda,12,1100000
Toyota Innova 2.5 V Diesel 7-seater,2011,291000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7,Toyota,15,750000
Toyota Innova 2.5 V Diesel 7-seater,2010,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7,Toyota,16,750000
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,20000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9,Mahindra,8,530000
Maruti Ciaz ZDi Plus SHVS,2017,53000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,Maruti,9,750000
Nissan Micra XV CVT,2017,21500,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5,Nissan,9,560000
Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,89000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5,Tata,9,450000
Maruti Swift Dzire VXI,2013,35000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5,Maruti,13,459999
Maruti Zen Estilo LXI BS IV,2013,43000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5,Maruti,13,235000
Hyundai Santro Xing GLS,2009,80000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5,Hyundai,17,180000
Hyundai Santro Xing XS,2007,80000,Petrol,Individual,Manual,Second Owner,17.8,1086.0,63.0,5,Hyundai,19,140000
Hyundai i20 Asta 1.4 CRDi,2014,110000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,Hyundai,12,620000
Hyundai EON Era,2012,100000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,Hyundai,14,190000
Hyundai EON Sportz,2018,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,Hyundai,8,380000
Ford EcoSport S Diesel BSIV,2019,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,Ford,7,1145000
Tata Zest Quadrajet 1.3 75PS XE,2017,70000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5,Tata,9,540000
Toyota Innova 2.5 V Diesel 7-seater,2011,197000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7,Toyota,15,800000
Maruti Wagon R LXI BSIII,2006,100000,Petrol,Individual,Manual,Second Owner,14.0,1061.0,64.0,5,Maruti,20,150000
Maruti 800 Std,1995,70000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,Maruti,31,55000
Mahindra XUV500 W10 2WD,2015,140000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,Mahindra,11,919999
Maruti Esteem LX,2008,86000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Maruti,18,75000
Maruti Alto LXi BSIII,2009,50000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,17,135000
Tata Tiago 1.2 Revotron XZ,2017,40300,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,Tata,9,340000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8,Toyota,16,525000
Maruti Celerio VXI,2016,25000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5,Maruti,10,411000
Maruti Wagon R LXI Minor,2010,155000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5,Maruti,16,150000
Honda Jazz 1.2 V AT i VTEC,2015,50000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,5,Honda,11,575000
Hyundai i20 Asta Option 1.2,2017,30030,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,9,595000
Hyundai Xcent 1.2 Kappa SX Option,2017,29029,Petrol,Dealer,Manual,First Owner,19.1,1197.0,82.0,5,Hyundai,9,525000
Maruti Ritz VDi,2012,72072,Diesel,Dealer,Manual,First Owner,21.1,1248.0,73.9,5,Maruti,14,335000
Ford Figo Diesel EXI,2012,54000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5,Ford,14,300000
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,82082,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5,Hyundai,14,415000
Mahindra XUV500 W8 2WD,2016,48000,Diesel,Individual,Manual,Second Owner,16.0,2179.0,140.0,7,Mahindra,10,925000
Maruti Ertiga BSIV ZXI Plus,2016,20000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7,Maruti,10,750000
Hyundai Verna CRDi 1.6 AT SX Option,2018,49000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5,Hyundai,8,1150000
Datsun GO Plus T BSIV,2015,35000,Petrol,Individual,Manual,Third Owner,19.44,1198.0,67.0,7,Datsun,11,260000
Maruti Alto 800 CNG LXI,2017,67000,CNG,Individual,Manual,First Owner,33.44,796.0,40.3,4,Maruti,9,260000
Maruti Swift Dzire Vdi BSIV,2011,80600,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,Maruti,15,347000
Hyundai EON Magna Optional,2013,58609,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,Hyundai,13,195000
Fiat Punto Pure 1.2L FIRE,2016,33003,Petrol,Individual,Manual,First Owner,15.7,1172.0,67.0,5,Fiat,10,265000
Maruti Wagon R LXI CNG,2016,43000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5,Maruti,10,320000
Hyundai i20 Magna 1.2,2016,16500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,10,590000
Toyota Innova 2.5 GX 8 STR BSIV,2012,138000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8,Toyota,14,650000
Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,165500,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,9,Mahindra,13,509999
Maruti Swift Dzire ZDi,2011,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,Maruti,15,350000
Tata Nexon 1.5 Revotorq XM,2018,30000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5,Tata,8,749000
Tata Indigo CS LS (TDI) BS III,2010,70000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5,Tata,16,150000
Hyundai Santro LE,2001,80000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Hyundai,25,33983
Maruti Zen LX,2003,170000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5,Maruti,23,58000
Mahindra Verito 1.5 D2 BSIV,2011,120000,Diesel,Individual,Manual,Third Owner,21.0,1461.0,64.1,5,Mahindra,15,200000
Mahindra Jeep MM 540,1998,47990,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Mahindra,28,210000
Tata Indica Vista Quadrajet LS,2014,168000,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,5,Tata,12,240000
Honda Amaze E i-DTEC,2017,60000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5,Honda,9,515000
Maruti Alto LXi,2008,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,18,145000
Maruti Wagon R VXI Optional,2016,5800,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5,Maruti,10,450000
Maruti A-Star Lxi,2010,68700,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,5,Maruti,16,179000
Hyundai Verna Xi (Petrol),2007,108000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,5,Hyundai,19,220000
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,90000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5,Ford,8,850000
Volkswagen Polo Petrol Highline 1.2L,2011,60000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,5,Volkswagen,15,270000
Hyundai EON Magna Plus,2016,17000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,Hyundai,10,335000
Maruti Wagon R VXI Optional,2018,5000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,8,459999
Maruti Vitara Brezza LDi Option,2017,60000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,Maruti,9,710000
Maruti Swift Dzire LDI,2015,140000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5,Maruti,11,330000
Jeep Compass 2.0 Limited,2017,15000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5,Jeep,9,1515000
Tata Nexon 1.2 Revotron XZ Plus,2018,25000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5,Tata,8,750000
Chevrolet Spark 1.0 LT,2016,50000,Petrol,Individual,Manual,Second Owner,16.2,995.0,62.1,5,Chevrolet,10,160000
Chevrolet Beat Diesel LT Option,2016,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,5,Chevrolet,10,215000
Tata Nano Cx BSIII,2012,40000,Petrol,Individual,Manual,Second Owner,25.4,624.0,38.0,4,Tata,14,60000
Maruti Swift Dzire VXI,2014,72000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5,Maruti,12,480000
Tata Manza Aqua Quadrajet BS IV,2012,195000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5,Tata,14,140000
Hyundai EON D Lite,2012,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,Hyundai,14,200000
Nissan Micra Diesel XL Optional,2013,83000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,Nissan,13,400000
Hyundai EON Era Plus,2012,100000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,Hyundai,14,180000
Maruti Swift VXI Optional,2015,25000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,Maruti,11,550000
Maruti Swift VDI Optional,2016,50000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,Maruti,10,550000
Maruti Ertiga VDI,2012,67000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,Maruti,14,550000
Maruti Zen Estilo VXI BSIV,2011,30000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,5,Maruti,15,270000
Renault Pulse RxL,2013,85000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,5,Renault,13,315000
Mahindra Thar CRDe,2018,25000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6,Mahindra,8,875000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,170000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8,Toyota,19,400000
Mahindra Scorpio EX,2014,110000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8,Mahindra,12,540000
Maruti Wagon R LXI CNG,2017,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5,Maruti,9,350000
Hyundai Verna 1.6 SX CRDi (O),2011,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5,Hyundai,15,360000
Maruti Wagon R VXI BS IV,2014,31000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,12,300000
Hyundai Grand i10 CRDi Sportz,2014,100000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5,Hyundai,12,350000
Mahindra NuvoSport N8,2016,130000,Diesel,Individual,Manual,First Owner,17.45,1493.0,100.0,7,Mahindra,10,650000
Maruti Wagon R LXI Optional,2016,20000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,10,350000
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5,Ford,9,700000
Maruti Swift Dzire VDI,2013,102996,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5,Maruti,13,415000
Hyundai i20 Sportz 1.4 CRDi,2015,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,Hyundai,11,550000
Mahindra XUV500 W8 4WD,2012,129000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7,Mahindra,14,595000
Fiat Grande Punto EVO 1.3 Dynamic,2015,67000,Diesel,Individual,Manual,First Owner,21.2,1248.0,75.0,5,Fiat,11,550000
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,120000,Diesel,Individual,Manual,First Owner,13.0,2494.0,142.0,7,Toyota,11,2000000
Tata Safari DICOR 2.2 EX 4x2,2010,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179.0,138.03,7,Tata,16,400000
Fiat Avventura Power Up 1.3 Emotion,2015,96500,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,5,Fiat,11,500000
Maruti Wagon R LXI BSIII,2017,52412,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5,Maruti,9,340000
Mahindra Scorpio SLE BS IV,2012,85472,Diesel,Dealer,Manual,First Owner,12.05,2179.0,120.0,8,Mahindra,14,480000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498.0,98.59,5,Ford,13,480000
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,17000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,Ford,8,750000
Maruti Wagon R LXI Minor,2008,66530,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5,Maruti,18,100000
Hyundai i20 Magna,2013,40000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5,Hyundai,13,290000
Fiat Avventura Power Up 1.3 Emotion,2015,96500,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,5,Fiat,11,425000
Honda City V MT,2010,79000,Petrol,Individual,Manual,First Owner,16.8,1497.0,116.3,5,Honda,16,285000
Mahindra TUV 300 mHAWK100 T8,2016,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7,Mahindra,10,625000
Fiat Grande Punto Active (Diesel),2012,60000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,75.0,5,Fiat,14,170000
Tata Zest Revotron 1.2T XMS,2018,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,Tata,8,459999
Fiat Avventura MULTIJET Emotion,2015,120000,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,5,Fiat,11,450000
Maruti Swift Dzire AMT VXI,2019,10000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5,Maruti,7,650000
Hyundai i20 Active 1.2 S,2017,15000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,Hyundai,9,600000
Maruti Alto 800 CNG LXI,2013,70000,CNG,Individual,Manual,Second Owner,30.46,796.0,47.3,5,Maruti,13,178000
Maruti Alto 800 LXI,2016,5000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,Maruti,10,300000
Maruti Alto LXi,2009,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,17,150000
Hyundai Elite i20 Petrol Magna Exective,2019,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5,Hyundai,7,590000
Hyundai EON Era Plus,2016,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,Hyundai,10,310000
Tata Zest Revotron 1.2T XMS,2017,53000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,Tata,9,400000
Mahindra Scorpio LX,2014,110000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9,Mahindra,12,520000
Ashok Leyland Stile LE,2013,200000,Diesel,Individual,Manual,Second Owner,20.07,1461.0,75.0,8,Ashok,13,300000
Mahindra XUV300 W8 Option BSIV,2019,22000,Petrol,Individual,Manual,First Owner,17.0,1197.0,110.0,5,Mahindra,7,1000000
Maruti Wagon R VXI,2003,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5,Maruti,23,65000
Honda Amaze VX i-DTEC,2015,75000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5,Honda,11,509999
Maruti Wagon R VXI BSIII,2012,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,Maruti,14,221000
Volkswagen Vento 1.6 Highline,2014,64000,Petrol,Individual,Manual,Third Owner,15.04,1598.0,103.2,5,Volkswagen,12,390000
Maruti Gypsy King Soft Top MPI BSIV,2002,60000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8,Maruti,24,350000
Maruti Alto LXi,2009,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,Maruti,17,195000
Audi Q7 3.0 TDI Quattro,2010,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967.0,241.4,7,Audi,16,1750000
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,60000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8,Mahindra,13,600000
Hyundai i20 Sportz Option 1.4 CRDi,2015,72000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,Hyundai,11,615000
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,70000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5,Hyundai,13,350000
Chevrolet Beat Diesel LS,2012,75000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5,Chevrolet,14,140000
Hyundai i20 1.4 Sportz,2017,32331,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5,Hyundai,9,650000
Hyundai Creta 1.6 CRDi SX Plus,2016,70000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,Hyundai,10,1100000
Hyundai i20 1.4 CRDi Sportz,2010,80000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5,Hyundai,16,285000
Chevrolet Spark 1.0 LT,2011,20000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5,Chevrolet,15,190000
Nissan Sunny XL,2012,110000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5,Nissan,14,350000
Hyundai Grand i10 Asta,2014,40000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5,Hyundai,12,400000
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,7,Toyota,10,2100000
Hyundai i20 Sportz 1.2,2015,90000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5,Hyundai,11,434999
Maruti Swift Dzire VXI,2014,50000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5,Maruti,12,450000
Daewoo Matiz SD,2001,137000,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5,Daewoo,25,45000
Hyundai i20 Asta 1.2,2015,60000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,11,450000
Maruti Swift VDI Optional,2017,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,Maruti,9,580000
Hyundai Creta 1.6 CRDi SX,2016,98000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,Hyundai,10,900000
Maruti Ertiga SHVS ZDI,2016,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,Maruti,10,750000
Tata Indigo CS LS (TDI) BS III,2009,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5,Tata,17,140000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,Hyundai,9,525000
Tata Indigo CS LS (TDI) BS III,2009,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5,Tata,17,114999
Tata Tiago 1.2 Revotron XZ,2016,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,Tata,10,399000
Hyundai Santro Xing XL eRLX Euro II,2006,100000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Hyundai,20,150000
Tata Indica V2 Turbomax DLS BS IV,2012,90000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71.0,5,Tata,14,275000
Hyundai i20 1.4 CRDi Magna,2011,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5,Hyundai,15,340000
Hyundai EON LPG Era Plus,2012,120000,LPG,Individual,Manual,First Owner,21.1,814.0,55.2,5,Hyundai,14,222000
Mahindra Ssangyong Rexton RX7,2013,200000,Diesel,Individual,Automatic,First Owner,11.18,2696.0,184.0,7,Mahindra,13,850000
Tata Indica V2 DLS,2007,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5,Tata,19,70000
Tata Tiago 1.2 Revotron XT,2017,38000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5,Tata,9,430000
Tata Tiago 1.2 Revotron XT,2017,35000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5,Tata,9,430000
Maruti Wagon R VXI BS IV,2014,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,12,320000
Hyundai Santro Xing XG,2005,125000,Petrol,Individual,Manual,Fourth & Above Owner,19.3,1248.0,82.0,5,Hyundai,21,95000
Renault Fluence Diesel E4,2012,120000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,5,Renault,14,500000
Renault Duster 110PS Diesel RxL,2012,110000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5,Renault,14,500000
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,140000,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,5,Tata,16,229999
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8,Mahindra,17,600000
Hyundai Santro Xing XL,2007,120000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Hyundai,19,200000
Renault Pulse RxL Optional,2017,80000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5,Renault,9,500000
Mahindra Bolero SLX 2WD,2010,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,Mahindra,16,315000
Maruti Wagon R VXI Minor,2011,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,Maruti,15,265000
Ford Figo 1.5D Base MT,2015,110000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5,Ford,11,350000
Tata Indigo CR4,2012,230000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5,Tata,14,200000
Tata Indica V2 DLE BSIII,2011,172000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5,Tata,15,114999
Hyundai i20 Magna 1.2,2014,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,12,425000
Ford EcoSport 1.5 Diesel Trend BSIV,2019,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,Ford,7,900000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,126000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7,Mahindra,12,550000
Honda WR-V i-DTEC VX,2018,30000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5,Honda,8,900000
Hyundai i10 Era,2011,97000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5,Hyundai,15,165000
Hyundai Verna 1.6 CRDI AT SX Option,2016,120000,Diesel,Individual,Automatic,First Owner,19.08,1582.0,126.2,5,Hyundai,10,850000
Hyundai Verna 1.6 CRDi S Option,2016,120000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.32,5,Hyundai,10,850000
Mahindra Thar CRDe AC,2014,80000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6,Mahindra,12,550000
Maruti Swift Dzire Vdi BSIV,2011,60000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,Maruti,15,500000
Hyundai i10 Era,2011,60000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5,Hyundai,15,160000
Honda City i DTEC VX,2015,60000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5,Honda,11,670000
Maruti Swift ZDi,2014,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,Maruti,12,430000
Hyundai Xcent 1.2 Kappa Base,2015,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5,Hyundai,11,375000
Hyundai i20 Asta Option 1.2,2016,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,Hyundai,10,650000
Maruti Swift Dzire LDI,2016,35000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,10,500000
Mahindra XUV500 W10 2WD,2017,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,Mahindra,9,1350000
Volkswagen Ameo 1.5 TDI Comfortline,2018,40000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5,Volkswagen,8,600000
Hyundai Creta 1.6 CRDi SX Plus,2017,25000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,Hyundai,9,1200000
Hyundai Grand i10 Sportz,2017,23456,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5,Hyundai,9,550000
Mahindra XUV500 W10 2WD,2015,39000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7,Mahindra,11,1225000
Honda WR-V i-VTEC S,2017,15000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5,Honda,9,700000
Maruti Swift Dzire VDI,2013,40000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,Maruti,13,530000
Chevrolet Beat LT,2010,70000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5,Chevrolet,16,150000
Maruti Swift Dzire VXI,2014,40000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5,Maruti,12,475000
Mahindra Scorpio SLX 4WD,2008,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609.0,120.0,8,Mahindra,18,375000
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,70000,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,6,Mahindra,10,425000
Honda City i DTEC VX,2015,90000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5,Honda,11,800000
Maruti 800 DX,1996,32000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,Maruti,30,40000
Maruti Wagon R AMT VXI Option,2018,8000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5,Maruti,8,509999
